spectraltype,redshift,color,temperature,gravity,metallicity
G8V,-6.95259E-05,0.692,5285,4.62,-0.71
G0,-0.0001708141,0.757,5261,4.394,-0.13
G5,-0.0002997898,0.768,5097,4.1,-0.46
K0V,-2.950943E-05,0.786,5221,4.5,-0.24
K0V,0.0002093694,0.786,5221,4.5,-0.24
G5III,-3.447447E-05,0.709,5073,2.51,-1.44
K3V,5.020168E-05,0.95,4775,4.409,-0.12
K5V,8.064348E-05,0.983,4576,4.414,-0.39
K1V,-8.457496E-06,0.811,5059,4.45,-0.16
G5,0.0001387396,0.717,5426,4.5,-0.04
K0V,1.094637E-05,0.786,5221,4.5,-0.24
K5V,-1.48521E-05,0.983,4576,4.414,-0.39
G1V,-0.0001356468,0.6,5630,4.5,-0.45
K3V,-5.291325E-05,0.95,4775,4.409,-0.12
K3V,-0.0001287788,1.038,4528,4.251,0.07
G5,-0.0001881972,0.717,5426,4.5,-0.04
G0,-6.195264E-05,0.757,5261,4.394,-0.13
K0,9.075326E-06,0.773,5261,4.55,-0.03
G8V,-0.0001243982,0.692,5285,4.62,-0.71
G0,-0.0001567004,0.757,5261,4.394,-0.13
G0,-0.0001616259,0.674,5480,4.387,0.03
G0,1.369041E-06,0.757,5261,4.394,-0.13
G8V,-9.462779E-05,0.692,5285,4.62,-0.71
G0Vwe,-0.0008412864,0.427,5734,3.74,-1.56
G8IV-V,-0.000114454,0.701,5563,4.23,-0.02
G8IV-V,-0.0001210366,0.701,5563,4.23,-0.02
F2,-3.023169E-05,0.385,6432,4.129,-0.33
K0V,7.824028E-06,0.786,5221,4.5,-0.24
K0,-0.0002089501,0.773,5261,4.55,-0.03
G5V,-0.0001325468,0.678,5466,3.85,-0.06
G8V,1.628812E-05,0.692,5285,4.62,-0.71
G8V,0.0001951989,0.652,5455,4.34,-0.55
K1V...,-0.000153885,0.863,4801,4.6,-1.72
K0V,-0.0003002003,0.786,5221,4.5,-0.24
G5,-7.961088E-05,0.645,5476,4.357,-0.32
K0IV,-7.622835E-05,0.841,5074,3.49,-0.1
G0V,-9.689021E-05,0.549,5890,4.41,-0.11
G5,1.825422E-05,0.717,5426,4.5,-0.04
K1V,-0.000163338,0.811,5059,4.45,-0.16
G8Vp,-0.0004783426,0.754,5047,4.59,-1.34
K1V,-0.0002050361,0.811,5059,4.45,-0.16
K1V,-0.0009590917,0.811,5059,4.45,-0.16
G5,-0.000176453,0.953,4576,1.4,-1.71
G8Vp,-0.0003304778,0.754,5047,4.59,-1.34
G5Vp,-0.0001654162,0.704,5320,4.49,-0.76
G0V,-0.0001772317,0.545,5913,4.4,-0.01
G1V,-0.0002361644,0.6,5630,4.5,-0.45
G2V,-0.0002336511,0.539,5373,4.37,-1.08
G8V,-0.000355772,0.692,5285,4.62,-0.71
K0,-0.0003174708,0.773,5261,4.55,-0.03
G8IV-V,-0.0001300172,0.701,5563,4.23,-0.02
sdG2,2.552642E-06,0.621,5405,4.49,-1.7
G8IV-V,-0.0007175335,0.858,4804,2.5,-0.5
G8V,-6.04217E-05,0.692,5285,4.62,-0.71
K1V,-0.0001404801,0.819,5169,4.43,-0.17
A2,0.0001540117,0.105,7354,3.769,-0.08
F0,0.0001795616,0.313,7190,3.604,-0.28
A2,0.0001145711,0.298,7118,4.045,-0.15
A2,0.0002285854,0.105,7354,3.769,-0.08
A2,0.0001165997,0.105,7354,3.769,-0.08
A2,0.0001946745,0.207,7518,4.242,-0.3
B9V,0.0002259272,0.05,8320,3.972,0
A2,0.0001303633,0.207,7518,4.242,-0.3
A2,0.0001054688,0.207,7518,4.242,-0.3
F8V,0.0002240925,0.499,6155,4.5,-0.15
A2,0.0002067829,0.105,7354,3.769,-0.08
B9V,0.0001521183,0.05,8320,3.972,0
B9V,0.0001568349,0.05,8320,3.972,0
F6IVwvar,0.0002489523,0.382,6275,4.03,-0.57
A2,7.648661E-05,0.298,7118,4.045,-0.15
A2,1.177334E-05,0.105,7354,3.769,-0.08
A2,0.0001355361,0.105,7354,3.769,-0.08
A2,0.0001835092,0.105,7354,3.769,-0.08
G8V,0.0001129468,0.66,5761,4.5,0.17
B9V,0.0001387192,0.05,8320,3.972,0
F0,0.0001051193,0.382,6604,3.999,-0.2
A9Vn,7.160752E-05,0.272,7263,4.09,-0.27
A2,0.0001426768,0.105,7354,3.769,-0.08
A2,0.0001180047,0.298,7118,4.045,-0.15
A2,0.0001628164,0.105,7354,3.769,-0.08
A2,8.162519E-05,0.105,7354,3.769,-0.08
A2,0.0001299768,0.105,7354,3.769,-0.08
A2,7.416188E-05,0.105,7354,3.769,-0.08
F0,8.62891E-05,0.313,7190,3.604,-0.28
A2,7.752631E-05,0.298,7118,4.045,-0.15
F0,0.0001847543,0.382,6604,3.999,-0.2
B9V,0.0001578305,0.05,8320,3.972,0
A2,0.0001311639,0.105,7354,3.769,-0.08
B9V,0.0001736676,0.05,8320,3.972,0
B9V,9.752477E-05,0.05,8320,3.972,0
A2,0.0001476643,0.105,7354,3.769,-0.08
B9V,0.0001240066,0.05,8320,3.972,0
B9V,0.0002163072,0.05,8320,3.972,0
A2,0.0002721256,0.207,7518,4.242,-0.3
A2,0.0001504173,0.207,7518,4.242,-0.3
B9V,0.0003238948,0.05,8320,3.972,0
B9V,0.0001714224,0.05,8320,3.972,0
A2,6.735631E-05,0.105,7354,3.769,-0.08
G0III,-1.145127E-05,0.604,5716,4.06,0.04
A0,0.0002025327,0.116,7652,4.287,0.06
G8V,0.0001683554,0.66,5761,4.5,0.17
F0,-5.799097E-05,0.382,6604,3.999,-0.2
A2,0.000161635,0.207,7518,4.242,-0.3
A2,0.0001326721,0.298,7118,4.045,-0.15
G9III,0.0003188982,1.272,4445,2.168,-0.26
F0,2.371338E-05,0.313,7190,3.604,-0.28
F8,1.708467E-05,0.503,6094,4.4,-0.09
F0,0.0001595918,0.382,6604,3.999,-0.2
G0,-4.678586E-05,0.645,5467,4.68,-0.4
A0,0.0001647187,0.116,7652,4.287,0.06
A0,0.0002299127,0.116,7652,4.287,0.06
B9V,0.0002560074,0.05,8320,3.972,0
A2,0.0001449958,0.298,7118,4.045,-0.15
G2V,-5.951819E-06,0.614,5820,4.26,0.07
B9V,0.0001916099,0.05,8320,3.972,0
A2,0.0001214239,0.298,7118,4.045,-0.15
A0,0.0001815703,0.116,7652,4.287,0.06
F8IV,0.0002087882,0.456,6163,4.12,-0.29
G8III,0.0001206189,1.15,4457,1.37,-0.96
F8,4.723884E-05,0.508,5932,4.285,-0.3
M1V,0.001028295,1.474,3705,4.8,0.6
O9.5Ib...,-6.224585E-05,-0.199,9899,2.924,0.09
G6V,-5.272395E-05,0.603,5474,4.16,-0.67
G2V,-0.0002378562,0.539,5373,4.37,-1.08
M1V,0.0001603132,1.474,3705,4.8,0.6
K7V,-8.164813E-05,1.363,3900,4.232,0.17
M1V,0.001007979,1.474,3705,4.8,0.6
K7V,0.0003242686,1.363,3900,4.232,0.17
M1V,-0.0006761952,1.474,3705,4.8,0.6
F8V-VI,-2.710546E-06,0.45,5966,4.21,-0.72
M1V,0.0002204812,1.474,3705,4.8,0.6
G1V,-0.0001262982,0.712,5613,4.11,-0.94
G2V,0.0001117697,0.539,5373,4.37,-1.08
M1V,0.0005429331,1.474,3705,4.8,0.6
M1V,8.067055E-05,1.474,3705,4.8,0.6
G0V,0.0001864961,0.545,5913,4.4,-0.01
F7V,0.0002560621,0.465,5935,4.24,-0.54
G5Vp,8.860369E-05,0.704,5320,4.49,-0.76
0,2.146148E-05,0.51,6040,4.423,-0.11
F8,0.0001237601,0.508,5932,4.285,-0.3
G0,0.0001865344,0.542,5658,3.761,-0.13
G2V,0.0001774119,0.507,5891,4.082,-0.12
F9V,0.000321985,0.486,5790,3.7,-0.65
G0,0.000394163,0.638,5257,3.15,-1.48
G2V,0.0006128322,0.539,5373,4.37,-1.08
M1V,0.0006392876,1.474,3705,4.8,0.6
G1V,0.0005007936,0.6,5630,4.5,-0.45
M1V,-0.0001329389,1.474,3705,4.8,0.6
O9.5Ib...,-0.0004698006,-0.199,9899,2.924,0.09
A4p,0.0001947316,0.43,5937,4.37,-2.03
G5III,0.0005109286,0.709,5073,2.51,-1.44
G0,-0.0001824217,0.564,5720,4.4,-0.54
F9V,0.0003150637,0.486,5790,3.7,-0.65
G5Vp,-9.326766E-06,0.704,5320,4.49,-0.76
K0V,-0.0001639552,0.786,5221,4.5,-0.24
0,-0.0002949933,0.427,5645,4.03,-1.51
G0V,9.516589E-05,0.564,5651,4.42,-0.32
F5,0.0002321845,0.455,6246,4.223,-0.12
G5,-0.0001034279,0.717,5426,4.5,-0.04
sdG2,-0.0005200949,0.621,5405,4.49,-1.7
G0Vm,0.0001111023,0.501,5845,3.81,-0.88
F7Vw,0.004563184,0.431,6361,4.04,0.15
G2V,0.0004626577,0.539,5373,4.37,-1.08
G1V,-5.212722E-05,0.6,5630,4.5,-0.45
K1V,-0.0001290406,0.811,5059,4.45,-0.16
K0II-III..,0.0009239839,1.159,4343,1.76,-0.54
K1V,-2.663758E-05,0.819,5169,4.43,-0.17
G5,-5.908301E-05,0.645,5466,4.215,-0.2
G2V,0.000125359,0.539,5373,4.37,-1.08
K0,0.000935769,0.624,5100,2.73,-1.82
F8,4.432253E-05,0.53,5873,4.37,-0.45
G0V,0.0003645521,0.526,5704,4.36,-0.74
K1V,-6.836398E-05,0.819,5169,4.43,-0.17
G1V,-0.0001493274,0.6,5630,4.5,-0.45
K0V,0.0002444981,0.786,5221,4.5,-0.24
G0,7.279235E-05,0.757,5261,4.394,-0.13
G8IV-V,5.059851E-05,0.701,5563,4.23,-0.02
G5,0.0001042941,0.717,5426,4.5,-0.04
G8V,4.531333E-05,0.692,5285,4.62,-0.71
G0V,0.0003849998,0.564,5651,4.42,-0.32
K1V,0.0001280843,0.819,5169,4.43,-0.17
K0V,2.482899E-05,0.819,5139,4.79,-0.07
F8V,0.0002923766,0.661,5152,2.4,-1.42
G0,0.000207808,0.564,5720,4.4,-0.54
sdG2,0.0006374803,0.621,5405,4.49,-1.7
K0,-0.0001085736,0.773,5261,4.55,-0.03
K0,4.355955E-05,0.773,5261,4.55,-0.03
K1V,-1.770456E-05,0.811,5059,4.45,-0.16
G8V,9.131557E-06,0.692,5285,4.62,-0.71
M2V,-0.0001242264,1.502,3717,4.89,-0.2
A3,3.661769E-05,0.235,7439,3.986,-0.26
G5,-1.58544E-05,0.645,5476,4.357,-0.32
G5Vp,0.0001343897,0.704,5320,4.49,-0.76
K0,6.838606E-05,0.773,5261,4.55,-0.03
G5,-3.069639E-05,0.717,5426,4.5,-0.04
K2V,1.378751E-06,0.871,4955,4.47,-0.23
G5Vp,6.242629E-05,0.704,5320,4.49,-0.76
G5,-4.803408E-05,0.717,5426,4.5,-0.04
K1V,7.315409E-05,0.819,5169,4.43,-0.17
O9.5Vvar,5.242313E-06,0.18,6537,2.497,-2.09
S...,0.0004238933,1.756,3700,1,-0.45
O9.5Ib...,0.0002457573,-0.199,9899,2.924,0.09
O9.5Ib...,0.0001955292,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001580844,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001412237,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002054341,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001570988,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002170264,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002915197,-0.199,9899,2.924,0.09
O9.5Ib...,8.258336E-05,-0.199,9899,2.924,0.09
O9.5Vvar,4.372865E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002263069,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002181935,0.18,6537,2.497,-2.09
O9.5Ib...,7.497926E-05,-0.199,9899,2.924,0.09
O9.5Vvar,-5.728644E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001046321,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002442617,0.18,6537,2.497,-2.09
M1V,-0.0001266698,1.474,3705,4.8,0.6
M1V,0.0003525522,1.474,3705,4.8,0.6
O9.5Ib...,5.787903E-05,-0.199,9899,2.924,0.09
S...,0.0005124334,1.756,3700,1,-0.45
O9.5Vvar,0.0001489769,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002380681,0.18,6537,2.497,-2.09
O9.5Vvar,5.912954E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002276766,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002461699,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001381101,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001550635,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001636346,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002887816,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001175802,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002588388,0.18,6537,2.497,-2.09
O8,-0.0001165548,0.063,6890,4.184,-1.62
G8V,-8.189896E-05,0.851,5211,4.38,0.36
G0V,-0.0004389586,0.536,5621,4.03,-1.02
G5,-7.663009E-05,0.645,5476,4.357,-0.32
G8Vp,-3.652389E-05,0.754,5047,4.59,-1.34
G0V,-0.0003591011,0.557,5762,4.34,-0.42
G0V,1.03718E-05,0.564,5651,4.42,-0.32
K0V,0.0001288252,0.819,5139,4.79,-0.07
G0V,-4.247354E-05,0.549,5890,4.41,-0.11
O8,-0.0001524936,0.063,6890,4.184,-1.62
M1V,0.0001554303,1.474,3705,4.8,0.6
G5Vp,0.0009527221,0.704,5320,4.49,-0.76
K1V,3.311464E-05,0.811,5059,4.45,-0.16
B6V,-0.0004775476,-0.006,7225,4.31,-0.8
K0II-III..,-9.276414E-05,1.159,4343,1.76,-0.54
K5V,-3.408411E-05,1.069,4382,4.64,-0.28
K5V,-8.955967E-06,1.069,4382,4.64,-0.28
G5Vp,-0.0001106159,0.704,5320,4.49,-0.76
A1V,0.0005903565,0.107,7852,3.18,-1.67
G5Vp,0.0003148482,0.704,5320,4.49,-0.76
G5III,-3.457434E-05,0.709,5073,2.51,-1.44
G6V,0.0006227744,0.603,5474,4.16,-0.67
G5,5.466255E-05,0.717,5426,4.5,-0.04
K2V,8.29558E-06,0.871,4955,4.47,-0.23
G0,0.0001723799,0.524,5835,4.15,-0.49
G0,-0.0002719602,0.564,5720,4.4,-0.54
G6V,0.0005375771,0.603,5474,4.16,-0.67
G8V,0.0002737344,0.692,5285,4.62,-0.71
G0,-1.746235E-05,0.564,5720,4.4,-0.54
G3IV,0.0009692061,0.828,5126,3.5,-0.59
G5III,0.0002099355,0.709,5073,2.51,-1.44
G0,0.0001416231,0.564,5720,4.4,-0.54
K1V,-4.267041E-05,0.811,5059,4.45,-0.16
G5III,-0.0002826403,0.709,5073,2.51,-1.44
0,0.0004285052,0.536,5665,4.28,-0.99
G5Vp,0.0001718465,0.704,5320,4.49,-0.76
K0II-III..,0.0006507937,1.159,4343,1.76,-0.54
G5III,0.0004592397,0.709,5073,2.51,-1.44
K,-0.0001111676,1.176,4246,4.24,0
G1V,5.390534E-05,0.561,5659,4.42,-0.6
M1V,0.0002248026,1.474,3705,4.8,0.6
F5,0.0001252625,0.455,6246,4.223,-0.12
B9III,-0.0001358148,-0.021,9640,3.804,-0.06
F8V,0.0009886748,0.661,5152,2.4,-1.42
G5Vp,1.224847E-05,0.704,5320,4.49,-0.76
G5III,0.0004240862,0.709,5073,2.51,-1.44
K5V,-0.0002668203,0.983,4576,4.414,-0.39
F8,-4.768485E-05,0.53,5873,4.37,-0.45
K1V,0.0005153654,0.811,5059,4.45,-0.16
M1V,0.0002976778,1.474,3705,4.8,0.6
M1V,0.0003807542,1.474,3705,4.8,0.6
M1V,0.0002791139,1.474,3705,4.8,0.6
G5Vp,0.0002178295,0.704,5320,4.49,-0.76
A0,0.0001417175,0.116,7652,4.287,0.06
G2V,0.0004589118,0.539,5373,4.37,-1.08
M1V,6.952897E-06,1.474,3705,4.8,0.6
G5III,0.0003115278,0.709,5073,2.51,-1.44
O9.5Vvar,-0.0001253393,0.18,6537,2.497,-2.09
G0V,0.0002479524,0.536,5621,4.03,-1.02
G0,-6.401377E-05,0.564,5720,4.4,-0.54
G5IIIwe,-0.0005973096,0.711,4984,2.36,-1.97
O9.5Vvar,0.0001950689,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002222938,-0.199,9899,2.924,0.09
O9.5Ib...,0.0001229297,-0.199,9899,2.924,0.09
K7V,0.0007079616,1.363,3900,4.232,0.17
G1V,6.80852E-05,0.6,5630,4.5,-0.45
K7V,0.0006729114,1.363,3900,4.232,0.17
G3IV,2.638554E-05,0.828,5126,3.5,-0.59
G1V,0.0009572799,0.6,5630,4.5,-0.45
G3IV,6.944019E-06,0.828,5126,3.5,-0.59
G8V,7.657763E-05,0.692,5285,4.62,-0.71
G8Vp,0.0001928532,0.754,5047,4.59,-1.34
G5III,0.0008863171,0.709,5073,2.51,-1.44
B9V,6.858409E-05,0.05,8320,3.972,0
G5Vp,0.0006507218,0.704,5320,4.49,-0.76
G8V,-0.0003228025,0.692,5285,4.62,-0.71
G4V,-0.0002506854,0.603,5576,4.396,-0.25
O9.5Vvar,0.000265264,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002137852,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002223051,-0.199,9899,2.924,0.09
O9.5Vvar,7.450261E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002556628,-0.199,9899,2.924,0.09
O9.5Vvar,7.738933E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001580102,-0.199,9899,2.924,0.09
O9.5Ib...,-1.028287E-05,-0.199,9899,2.924,0.09
O9.5Vvar,8.991328E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.000282395,-0.199,9899,2.924,0.09
O9.5Ib...,0.0003786099,-0.199,9899,2.924,0.09
O9.5Vvar,-7.785541E-06,0.18,6537,2.497,-2.09
O9.5Ib...,4.809214E-05,-0.199,9899,2.924,0.09
G0V,0.0003433451,0.564,5651,4.42,-0.32
F8V,-5.466048E-05,0.499,6155,4.5,-0.15
F8,-0.0001195583,0.53,5873,4.37,-0.45
G0V,-0.000145668,0.572,5661,4.27,-0.37
K0,0.0002097444,1.113,4310,1.21,-1.36
G0,0.0001567497,0.564,5720,4.4,-0.54
G3IV,0.0006224347,0.828,5126,3.5,-0.59
K3V,-6.328335E-05,1.038,4528,4.251,0.07
K2V,0.000103995,0.871,4955,4.47,-0.23
K3V,-5.928416E-05,0.95,4775,4.409,-0.12
sdG2,9.385488E-05,0.621,5405,4.49,-1.7
G8V,0.0001422347,0.692,5285,4.62,-0.71
G0,0.0006666076,0.638,5257,3.15,-1.48
M1V,0.0009725048,1.474,3705,4.8,0.6
O9.5Vvar,0.0003037305,0.18,6537,2.497,-2.09
O9.5Vvar,0.0004591302,0.18,6537,2.497,-2.09
G5Vp,3.626431E-06,0.704,5320,4.49,-0.76
G5,-5.544391E-05,0.717,5426,4.5,-0.04
F8V,0.0002354691,0.499,6155,4.5,-0.15
G5V,0.0002243217,0.678,5466,3.85,-0.06
K1V,-7.877243E-05,0.811,5059,4.45,-0.16
K3V,-1.689201E-05,1.074,4650,0,0.07
K,-4.491478E-05,1.176,4246,4.24,0
G3IV,-0.0001857953,0.828,5126,3.5,-0.59
G2V,-0.0001371739,0.539,5373,4.37,-1.08
G5III,0.000786296,0.709,5073,2.51,-1.44
K5IV,-0.0001260691,1.063,4353,4.522,-0.47
G1V,2.329826E-05,0.6,5630,4.5,-0.45
G5III,0.0003594994,0.709,5073,2.51,-1.44
G1V,8.617379E-05,0.561,5659,4.42,-0.6
K5IV,0.0001077465,1.063,4353,4.522,-0.47
G5III,-0.0003585723,0.709,5073,2.51,-1.44
K5V,7.590902E-06,1.069,4382,4.64,-0.28
K5V,-2.419352E-05,0.983,4576,4.414,-0.39
K5V,1.325246E-05,1.069,4382,4.64,-0.28
K5IV,-9.413414E-05,1.063,4353,4.522,-0.47
G8III,2.951194E-06,1.136,4304,0.93,-1.35
G8Vp,2.565613E-05,0.754,5047,4.59,-1.34
K,-5.491013E-05,1.176,4246,4.24,0
K2,-9.003069E-05,1.099,4505,4.307,-0.07
0,0.0007840858,1.633,3714,1.49,-0.57
M1V,0.0005863355,1.474,3705,4.8,0.6
0,0.0005194137,0.536,5665,4.28,-0.99
M1V,0.0005734375,1.474,3705,4.8,0.6
F9V,0.000308713,0.486,5790,3.7,-0.65
F9V,0.0003747845,0.486,5790,3.7,-0.65
M1V,0.0002197755,1.474,3705,4.8,0.6
G5,-5.775267E-05,0.717,5426,4.5,-0.04
G8Vp,0.0004092035,0.754,5047,4.59,-1.34
G3V,0.0003199363,0.613,5324,4.47,-0.75
F9V,3.35205E-05,0.568,5748,4.17,-0.42
F8,0.0001602228,0.53,5873,4.37,-0.45
K0,0.0001971581,0.773,5261,4.55,-0.03
G5Vp,0.0005580671,0.704,5320,4.49,-0.76
F5,0.0001380574,0.455,6246,4.223,-0.12
G8V,0.000523069,0.692,5285,4.62,-0.71
F9V,0.0003239707,0.486,5790,3.7,-0.65
G2V,0.0005713564,0.581,5506,3.8,-0.5
K1V,-0.0001232039,0.819,5169,4.43,-0.17
G5,1.645736E-05,0.717,5426,4.5,-0.04
0,0.0001808588,0.536,5665,4.28,-0.99
G5,0.0001118505,0.717,5426,4.5,-0.04
G1V,5.032852E-05,0.6,5630,4.5,-0.45
F9V,-0.0002504624,0.486,5790,3.7,-0.65
M1V,0.0001777985,1.474,3705,4.8,0.6
M1V,0.0005796373,1.474,3705,4.8,0.6
K7V,-1.695563E-05,1.363,3900,4.232,0.17
M2V,0.001267592,1.502,3717,4.89,-0.2
G8V,0.0001971262,0.692,5285,4.62,-0.71
F9V,3.771132E-05,0.568,5748,4.17,-0.42
K1V,7.925841E-05,0.813,5190,2.7,0.01
K0V,0.0002596836,0.786,5221,4.5,-0.24
G0,0.0001107233,0.564,5720,4.4,-0.54
M1V,0.0005442757,1.474,3705,4.8,0.6
K3V,0.0001204658,0.95,4775,4.409,-0.12
G1V,0.0005295168,0.6,5630,4.5,-0.45
G8Vp,0.0003489737,0.754,5047,4.59,-1.34
K3V,0.0001636559,0.95,4775,4.409,-0.12
F8V-VI,0.0009104934,0.446,5895,4.41,-1.05
G0V,-0.0003883998,0.526,5704,4.36,-0.74
K0V,7.488916E-05,0.786,5221,4.5,-0.24
G8IV-V,0.0002340552,0.858,4804,2.5,-0.5
G5,-1.899816E-05,0.645,5476,4.357,-0.32
G5,-0.0005702121,0.953,4576,1.4,-1.71
K1V,-0.000135104,0.811,5059,4.45,-0.16
K7V,5.678768E-06,1.363,3900,4.232,0.17
M1V,0.0002652904,1.474,3705,4.8,0.6
M1V,-0.0005835453,1.474,3705,4.8,0.6
M1V,-0.0007736479,1.474,3705,4.8,0.6
K1V,-0.0002802592,0.811,5059,4.45,-0.16
G8Vp,8.863935E-05,0.754,5047,4.59,-1.34
G7V,6.162038E-05,0.656,5377,4.5,-0.35
K1V,-5.849062E-05,0.811,5059,4.45,-0.16
G5,-0.0002225039,0.717,5426,4.5,-0.04
G8V,-7.633785E-05,0.692,5285,4.62,-0.71
K0V,-8.021727E-05,0.786,5221,4.5,-0.24
K3V,-1.618767E-05,1.038,4528,4.251,0.07
K1V,-0.0003141872,0.811,5059,4.45,-0.16
K0V,-0.000293426,0.786,5221,4.5,-0.24
G5,-0.0007190963,0.953,4576,1.4,-1.71
G3IV,-0.0007775116,0.828,5126,3.5,-0.59
F8V,-0.0004334413,0.661,5152,2.4,-1.42
F8V,-0.0001522088,0.661,5152,2.4,-1.42
K0V,9.7112E-05,0.786,5221,4.5,-0.24
K1V,3.583013E-05,0.819,5169,4.43,-0.17
K1V,-0.0003611601,0.811,5059,4.45,-0.16
K2V,0.0001469167,0.871,4955,4.47,-0.23
G2V,-0.000955578,0.581,5506,3.8,-0.5
G8Vp,2.591586E-05,0.754,5047,4.59,-1.34
G5,-0.0001148406,0.645,5476,4.357,-0.32
K1V,0.0001732675,0.811,5059,4.45,-0.16
K0V,-5.745461E-05,0.786,5221,4.5,-0.24
F9V,-0.0003545147,0.486,5790,3.7,-0.65
K3V,-5.548933E-05,0.95,4775,4.409,-0.12
G5,-9.741863E-05,0.717,5426,4.5,-0.04
K1V,-7.557055E-05,0.811,5059,4.45,-0.16
G5Vp,-0.0002657099,0.704,5320,4.49,-0.76
G5Vp,-0.0003057478,0.704,5320,4.49,-0.76
K3V,0.0001040565,0.95,4775,4.409,-0.12
K2,-4.940137E-05,1.099,4505,4.307,-0.07
K5IV,1.529063E-05,1.063,4353,4.522,-0.47
G3IV,-0.0001273345,0.828,5126,3.5,-0.59
M1V,-0.0001597256,1.474,3705,4.8,0.6
G1V,-0.0001685705,0.6,5630,4.5,-0.45
sdG2,0.000226645,0.621,5405,4.49,-1.7
K3Vvar,-8.436804E-05,1,4727,4.5,0.05
K0V,0.0001035926,0.786,5221,4.5,-0.24
G5Vp,-0.0006469276,0.704,5320,4.49,-0.76
G0,-0.0004018995,0.564,5720,4.4,-0.54
F9V,1.080856E-05,0.486,5790,3.7,-0.65
G8V,-0.0003649764,0.692,5285,4.62,-0.71
K1V,9.718272E-05,0.811,5059,4.45,-0.16
K0V,-0.0003828712,0.786,5221,4.5,-0.24
K1V...,-0.0005643467,0.863,4801,4.6,-1.72
M1V,-0.0006899362,1.474,3705,4.8,0.6
K7V,7.12867E-05,1.363,3900,4.232,0.17
F9V,1.046593E-05,0.486,5790,3.7,-0.65
K1V,-0.0001200124,0.811,5059,4.45,-0.16
K5III,7.380529E-05,1.538,3922,1.21,-0.17
K0V,-0.0001210756,0.786,5221,4.5,-0.24
G5Vp,-0.0001674526,0.704,5320,4.49,-0.76
G5Vp,-0.0002493465,0.704,5320,4.49,-0.76
G0.5Vb,-3.734705E-05,0.558,5756,0,-0.08
F8,-0.0004892565,0.53,5873,4.37,-0.45
G5,3.524223E-05,0.645,5476,4.357,-0.32
K0V,-0.0001930652,0.786,5221,4.5,-0.24
G5,-0.0001300948,0.717,5426,4.5,-0.04
F9V,-0.0002375281,0.518,6038,4.37,-0.08
K3V,-7.673068E-05,1.038,4528,4.251,0.07
G1V,-0.0003041822,0.561,5659,4.42,-0.6
K3V,8.825449E-05,0.95,4775,4.409,-0.12
G8Vp,0.0002807009,0.754,5047,4.59,-1.34
G5Vp,-0.0001911702,0.704,5320,4.49,-0.76
G8V,5.181774E-05,0.692,5285,4.62,-0.71
G5Vp,-0.0002855345,0.704,5320,4.49,-0.76
K1V,-2.118722E-05,0.819,5169,4.43,-0.17
G0,-6.770354E-05,0.645,5467,4.68,-0.4
G2V,-0.001498293,0.539,5373,4.37,-1.08
G0,-0.000100854,0.573,5671,4.323,-0.18
K1V,3.560806E-06,0.819,5169,4.43,-0.17
A2,0.0002229865,0.298,7118,4.045,-0.15
0,6.473744E-05,0.825,5190,4.809,-0.05
F6IVwvar,3.383154E-05,0.382,6275,4.03,-0.57
0,0.0001258277,0.825,5190,4.809,-0.05
F0,2.851938E-06,0.382,6604,3.999,-0.2
F0,0.0001439976,0.382,6604,3.999,-0.2
K0V,3.599084E-05,0.819,5139,4.79,-0.07
O9.5Ib...,0.0001184775,-0.199,9899,2.924,0.09
G8p...,0.0002075012,1.323,4547,1.93,-0.33
F5V,5.147961E-05,0.429,6180,4.11,-0.41
G8II-III,1.664592E-05,0.895,5063,2.65,0.25
F8IV,0.0002252219,0.456,6163,4.12,-0.29
G2V,0.0001414579,0.539,5373,4.37,-1.08
F5V,0.0002414576,0.429,6180,4.11,-0.41
Fw,9.498629E-05,0.647,4949,1.32,-2.32
G8II-III,0.0003348973,0.895,5063,2.65,0.25
F5V,0.0001619,0.429,6180,4.11,-0.41
F7IV,0.0002310343,0.443,6231,4.312,-0.12
